,no,date,group,campaign_id,order_info,address,payment
297,B0R900PMJG,2020-09-08 16:50:11,울트라콜,2200621,바 셋트(탕수육+차돌짬뽕1+콜라),인천 남동구 구월1동 ****,20000
296,B0R900QLHC,2020-09-08 17:08:12,울트라콜,2200633,차돌짬뽕,인천 남동구 구월3동 ****,10000
295,B0R900X4I0,2020-09-08 18:14:55,울트라콜,2200617,삼선짬뽕 외 1,인천 남동구 구월1동 ****,20000
294,B0R901025C,2020-09-08 18:35:32,울트라콜,2200634,차돌짬뽕,인천 남구 주안4동 ****,10000
293,B0R9010ZLS,2020-09-08 18:43:16,울트라콜,2200620,짜장 외 2,인천 남동구 구월1동 ****,24000
292,B0R9015TLI,2020-09-08 19:19:37,울트라콜,2200625,옛날고기짬뽕 외 2,인천 남동구 구월1동 ****,16500
291,B0R9018CSG,2020-09-08 19:43:47,울트라콜,2200634,간짜장 외 2,인천 미추홀구 주안6동 ****,52500
290,B0RB003Y59,2020-09-10 09:42:12,울트라콜,2200620,불짜장 외 1,인천 남동구 구월1동 ****,15500
289,B0RB0056Q5,2020-09-10 10:57:20,울트라콜,2200634,차돌짬뽕,인천 미추홀구 주안1동 ****,10000
288,B0RB0070O2,2020-09-10 11:20:57,울트라콜,2200621,특밥,인천 미추홀구 주안8동 ****,10000
287,B0RB007676,2020-09-10 11:23:21,울트라콜,2200628,1셋트(탕수육+짜장2+콜라) 외 1,인천 남동구 구월1동 ****,25500
286,B0RB007WCV,2020-09-10 11:33:18,울트라콜,2200631,탕짜면 외 1,인천 남동구 구월2동 ****,17500
285,B0RB008MJS,2020-09-10 11:38:24,울트라콜,2200621,잡채밥 외 1,인천 미추홀구 주안8동 ****,16500
284,B0RB00E3OS,2020-09-10 12:52:14,울트라콜,2200622,짜장 외 1,인천 남동구 구월1동 ****,13500
283,B0RB00EWC4,2020-09-10 12:59:30,울트라콜,2200619,짜장 외 1,인천 남동구 간석1동 ****,14500
282,B0RB00GG6C,2020-09-10 13:28:36,울트라콜,2200631,바 셋트(탕수육+차돌짬뽕1+콜라) 외 1,인천 남동구 구월1동 ****,25500
281,B0RB00GJA7,2020-09-10 13:30:38,울트라콜,2200622,가 셋트(탕수육+짜장1+콜라),인천 남동구 구월1동 ****,16000
280,B0RB00HX4W,2020-09-10 13:56:28,울트라콜,2200635,탕짜면,인천 미추홀구 주안8동 ****,10000
279,B0RB00I2KP,2020-09-10 14:00:41,울트라콜,2200634,짬짜면 외 2,인천 미추홀구 주안6동 ****,18500
278,B0RB00JUYH,2020-09-10 14:43:39,울트라콜,2200621,불짜장 외 4,인천 남동구 간석1동 ****,52000
277,B0RB00M32K,2020-09-10 15:43:26,울트라콜,2200634,삼선짬뽕,인천 미추홀구 주안4동 ****,10000
276,B0RB00P406,2020-09-10 16:50:36,울트라콜,2200618,2셋트(탕수육+짜장+짬뽕+콜라),인천 미추홀구 문학동 ****,22000
275,B0RB00PF0N,2020-09-10 16:56:35,울트라콜,2200620,2셋트(탕수육+짜장+짬뽕+콜라) 외 2,인천 남동구 구월1동 ****,70000
274,B0RB00VMFZ,2020-09-10 18:02:45,울트라콜,2200621,짬뽕 외 4,인천 미추홀구 관교동 ****,108000
273,B0RB00WU3Q,2020-09-10 18:14:36,울트라콜,2200620,자 세트(탕수육+고기짬뽕1+콜라),인천 남동구 구월1동 ****,19000
272,B0RB00Z0PC,2020-09-10 18:29:52,울트라콜,2200634,냉짬뽕,인천 미추홀구 주안6동 ****,10000
271,B0RB010ZOF,2020-09-10 18:44:05,울트라콜,2200628,짬짜면 외 2,인천 남동구 구월1동 ****,41500
270,B0RC005K4L,2020-09-11 10:58:01,울트라콜,2200628,1셋트(탕수육+짜장2+콜라) 외 2,인천 남동구 구월1동 ****,67000
